# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.20025,4.8391,49.938,254.32,49.938,254.32,-0.006253,-1.6994e-8,0.006253,-180,0.12915,1.4524,37.2,-80.6,9.7987,2.2689,0,0.57292,-1.0001e-4,2056.1,350.56,0.61314,0.0079894,117.59,113.72,0.49174,0.14714,5264563,546.96,3.9085,0.52684,0.53453,0.35786,0.046163,0.12281,0.43108,0.2119,-4.8658e-4,0,0,0,0,5.3955e-5,0.0058012,7.87,48.645,89.981,0.0020577,NaN,13.786,991.34,339.65,0.01,0.0658
0.21025,5.3513,52.483,254.06,52.484,254.06,-0.0076175,-2.2034e-8,0.0076175,-180,0.14379,1.474,37.2,-80.6,9.7987,2.1305,0,0.6925,-5.6287e-5,2053.3,347.74,0.61294,0.0079889,117.79,113.69,0.52047,0.15463,5532170,546.08,4.3121,0.52721,0.53404,0.35778,0.046321,0.12311,0.40261,0.20991,2.94e-4,0,0,0,0,7.1382e-5,0.0060969,7.87,48.645,89.975,0.0024305,NaN,13.782,991.28,339.65,0.01,0.06633
0.22025,5.8888,55.026,253.74,55.026,253.74,-0.0091294,-2.7665e-8,0.0091294,-180,0.15861,1.4864,37.2,-80.6,9.7987,2.003,0,0.82235,-1.6753e-4,2050.5,344.93,0.61275,0.0079884,117.97,113.66,0.54761,0.16211,5799489,545.1,4.7358,0.5276,0.53367,0.35769,0.046488,0.12342,0.37664,0.20644,1.4023e-4,0,0,0,0,9.1588e-5,0.0063923,7.87,48.645,89.967,0.0036276,NaN,13.779,991.21,339.65,0.01,0.06686
0.23025,6.4518,57.565,253.4,57.565,253.41,-0.01079,-3.3443e-8,0.01079,-180,0.1735,1.4888,37.2,-80.6,9.7987,1.8847,0,0.96223,-6.0249e-5,2047.7,342.12,0.61255,0.0079879,118.14,113.63,0.57339,0.16958,6066454,544.12,5.1796,0.528,0.53341,0.3576,0.046662,0.12374,0.35279,0.2024,-2.8492e-4,0,0,0,0,1.1459e-4,0.0066873,7.87,48.645,89.958,0.0048268,NaN,13.775,991.15,339.65,0.01,0.067413
0.24025,7.0401,60.101,253.06,60.101,253.06,-0.012599,-3.8955e-8,0.012599,-180,0.18836,1.4804,37.2,-80.6,9.7986,1.7744,0,1.1117,-9.3412e-5,2044.8,339.3,0.61236,0.0079874,118.3,113.6,0.59801,0.17704,6333048,543.15,5.6433,0.52843,0.53325,0.35751,0.046845,0.12407,0.33071,0.19727,2.5332e-4,0,0,0,0,1.4034e-4,0.0069819,7.87,48.645,89.948,0.0043206,NaN,13.771,991.08,339.64,0.01,0.067941
0.25025,7.6538,62.634,252.91,62.634,252.92,-0.014557,-4.3774e-8,0.014557,-180,0.20307,1.4605,37.2,-80.6,9.7986,1.6711,0,1.2706,-9.0476e-5,2042,336.49,0.61216,0.0079869,118.46,113.56,0.62158,0.1845,6599258,542.59,6.127,0.52888,0.53317,0.35741,0.047036,0.12443,0.31022,0.19276,3.565e-4,0,0,0,0,1.6881e-4,0.0072761,7.87,48.645,89.936,0.0043497,NaN,13.767,991.01,339.64,0.01,0.068502
0.26025,8.2927,65.164,253.02,65.165,253.03,-0.01666,-4.7534e-8,0.01666,-180,0.2176,1.4407,37.2,-80.6,9.7986,1.5844,0,1.439,-1.8958e-4,2039.2,333.69,0.61197,0.0079864,118.59,113.53,0.64235,0.19194,6865320,542.58,6.6318,0.52934,0.53322,0.35731,0.047234,0.12479,0.29315,0.18833,-7.3382e-5,0,0,0,0,2.0004e-4,0.0075701,7.87,48.645,89.923,0.0046721,NaN,13.763,990.93,339.64,0.01,0.069023
0.27025,8.9571,67.696,253.13,67.697,253.13,-0.018908,-4.9619e-8,0.018908,-180,0.23186,1.4081,37.2,-80.6,9.7986,1.5016,0,1.6164,-1.9153e-5,2036.4,330.89,0.61177,0.0079859,118.71,113.5,0.66255,0.1994,7131467,542.58,7.1576,0.52982,0.53332,0.35721,0.047442,0.12517,0.27696,0.18339,1.4868e-4,0,0,0,0,2.339e-4,0.0078642,7.87,48.645,89.907,0.0045339,NaN,13.759,990.85,339.64,0.01,0.069547
0.28025,9.6467,70.229,253.22,70.23,253.22,-0.021296,-4.9561e-8,0.021296,-180,0.24573,1.3617,37.2,-80.6,9.7986,1.4222,0,1.8026,-6.5561e-5,2033.6,328.09,0.61158,0.0079854,118.84,113.47,0.68229,0.20685,7397685,542.58,7.7046,0.53032,0.53348,0.3571,0.047658,0.12556,0.26151,0.1785,-3.1769e-4,0,0,0,0,2.7032e-4,0.0081585,7.87,48.645,89.89,0.0040453,NaN,13.754,990.77,339.63,0.01,0.070075
0.29025,10.362,72.763,252.94,72.764,252.94,-0.02382,-4.7044e-8,0.02382,-180,0.25906,1.3014,37.2,-80.6,9.7986,1.3456,0,1.9966,2.1608e-5,2030.8,325.29,0.61138,0.0079849,118.96,113.43,0.70165,0.21431,7663958,541.84,8.2727,0.53084,0.53368,0.35699,0.047883,0.12597,0.24671,0.17297,4.726e-4,0,0,0,0,3.0895e-4,0.0084528,7.87,48.645,89.871,0.0035386,NaN,13.75,990.69,339.63,0.01,0.070601
0.30025,11.102,75.294,252.43,75.295,252.43,-0.026475,-4.1829e-8,0.026475,-180,0.27171,1.2257,37.2,-80.6,9.7986,1.2711,0,2.1982,1.0592e-6,2028,322.5,0.61119,0.0079844,119.07,113.4,0.72074,0.22176,7929894,540.65,8.8612,0.53138,0.53392,0.35687,0.048116,0.12639,0.23241,0.16691,-1.5977e-4,0,0,0,0,3.4976e-4,0.0087468,7.87,48.645,89.85,0.0030869,NaN,13.745,990.6,339.63,0.01,0.071134
0.31025,11.868,77.82,251.9,77.82,251.9,-0.029251,-3.4481e-8,0.029251,-180,0.28342,1.1156,37.2,-80.6,9.7986,1.188,0,2.4056,9.6578e-5,2025.3,319.71,0.61099,0.0079839,119.2,113.37,0.74158,0.2292,8195209,539.46,9.4688,0.53194,0.53417,0.35675,0.048358,0.12683,0.21653,0.16049,-2.388e-4,0,0,0,0,3.9214e-4,0.0090403,7.87,48.645,89.827,0.0023866,NaN,13.74,990.51,339.63,0.01,0.071662
0.32025,12.658,80.34,251.37,80.341,251.37,-0.032139,-2.5576e-8,0.032139,-180,0.29395,0.98747,37.2,-80.6,9.7986,1.1075,0,2.6173,-2.411e-4,2022.5,316.92,0.61079,0.0079834,119.33,113.34,0.76209,0.23662,8459927,538.29,10.096,0.53251,0.53446,0.35663,0.048607,0.12728,0.20124,0.15333,4.9614e-4,0,0,0,0,4.3555e-4,0.0093331,7.87,48.645,89.802,0.0021207,NaN,13.735,990.42,339.62,0.01,0.072193
0.33025,13.474,82.856,250.89,82.856,250.89,-0.035126,-1.4463e-8,0.035126,-180,0.3031,0.84059,37.2,-80.6,9.7986,1.0293,0,2.8328,-1.1507e-4,2019.7,314.14,0.6106,0.0079829,119.46,113.3,0.78231,0.24402,8724043,537.24,10.744,0.53311,0.53479,0.3565,0.048865,0.12774,0.18647,0.14547,-2.0432e-5,0,0,0,0,4.7971e-4,0.0096252,7.87,48.645,89.775,0.0023103,NaN,13.729,990.32,339.62,0.01,0.07273
0.34025,14.315,85.366,250.41,85.366,250.41,-0.038196,0,0.038196,-180,0.31068,0.67443,37.2,-80.6,9.7986,0.95299,0,3.0495,-3.1047e-4,2016.9,311.37,0.6104,0.0079824,119.58,113.27,0.80228,0.25142,8987605,536.22,11.412,0.53372,0.53517,0.35637,0.049132,0.12822,0.17216,0.13784,-3.7103e-4,0,0,0,0,5.2372e-4,0.0099169,7.87,48.645,89.746,0.0025132,NaN,13.724,990.23,339.62,0.01,0.073259
0.35025,15.182,87.871,249.92,87.872,249.92,-0.041334,1.7419e-8,0.041334,180,0.31651,0.48907,37.2,-80.6,9.7986,0.87868,0,3.2665,-1.5756e-4,2014.1,308.6,0.61021,0.0079819,119.71,113.24,0.82201,0.25879,9250613,535.19,12.099,0.53435,0.53559,0.35623,0.049407,0.12871,0.15829,0.12938,4.8417e-4,0,0,0,0,5.6714e-4,0.010208,7.87,48.645,89.714,0.0026221,NaN,13.718,990.12,339.61,0.01,0.073789
0.36025,16.073,90.372,249.41,90.372,249.41,-0.04452,4.0859e-8,0.04452,180,0.32048,0.30467,37.2,-80.6,9.7986,0.81541,0,3.4833,1.1033e-4,2011.4,305.83,0.61001,0.0079814,119.81,113.2,0.83973,0.26616,9513084,534.16,12.808,0.53499,0.53607,0.35609,0.04969,0.12921,0.14656,0.12281,-1.6309e-4,0,0,0,0,6.0974e-4,0.010498,7.87,48.645,89.68,0.0024158,NaN,13.713,990.02,339.61,0.01,0.074314
0.37025,16.989,92.867,248.66,92.867,248.66,-0.047737,6.9853e-8,0.047737,180,0.32251,0.1018,37.2,-80.6,9.7986,0.75283,0,3.6992,-1.6628e-5,2008.6,303.07,0.60981,0.0079809,119.92,113.17,0.85742,0.27351,9774966,532.67,13.536,0.53566,0.53658,0.35595,0.049982,0.12972,0.135,0.11505,-2.3912e-4,0,0,0,0,6.5123e-4,0.010788,7.87,48.645,89.644,0.0018964,NaN,13.707,989.91,339.61,0.01,0.074849
0.38025,17.93,95.355,247.75,95.355,247.75,-0.050963,1.037e-7,0.050963,180,0.3224,0.12005,37.2,-80.6,9.7986,0.69086,0,3.9128,3.1617e-4,2005.9,300.32,0.60962,0.0079804,120.03,113.14,0.87508,0.28083,10036000,530.88,14.284,0.53634,0.53712,0.35581,0.050282,0.13025,0.12361,0.10766,2.0242e-4,0,0,0,0,6.9112e-4,0.011077,7.87,48.645,89.606,0.0013511,NaN,13.7,989.8,339.6,0.01,0.07541
0.39025,18.896,97.833,246.82,97.834,246.83,-0.054177,1.4045e-7,0.054177,180,0.31997,0.36192,37.2,-80.6,9.7986,0.62946,0,4.122,3.0591e-4,2003.1,297.59,0.60942,0.0079799,120.13,113.11,0.89272,0.28813,10296016,529.09,15.05,0.53704,0.53769,0.35566,0.05059,0.13079,0.11237,0.099698,-4.5806e-4,0,0,0,0,7.286e-4,0.011365,7.87,48.645,89.566,7.0978e-4,NaN,13.694,989.69,339.6,0.01,0.07598
0.40025,19.887,100.3,245.89,100.3,245.89,-0.057354,1.7715e-7,0.057354,180,0.31502,0.62495,37.2,-80.6,9.7986,0.56815,0,4.3254,7.8102e-4,2000.4,294.85,0.60922,0.0079794,120.24,113.07,0.91044,0.29541,10554999,527.3,15.836,0.53776,0.53829,0.35551,0.050907,0.13134,0.10121,0.091587,-2.1379e-4,0,0,0,0,7.6329e-4,0.011652,7.87,48.645,89.524,-7.7794e-5,NaN,13.688,989.57,339.59,0.01,0.076562
0.41025,20.902,102.76,245.5,102.76,245.5,-0.060468,2.1028e-7,0.060468,180,0.30711,0.95713,37.2,-80.6,9.7986,0.49164,0,4.5179,0.0010863,1997.7,292.12,0.60903,0.0079789,120.37,113.04,0.9313,0.30265,10812883,526.63,16.639,0.53849,0.53889,0.35535,0.051231,0.13191,0.087327,0.080987,-1.9813e-4,0,0,0,0,7.9337e-4,0.011938,7.87,48.645,89.48,-0.0010879,NaN,13.681,989.45,339.59,0.01,0.07711
0.42025,21.942,105.22,245.59,105.22,245.6,-0.063485,2.3253e-7,0.063485,180,0.29577,1.3154,37.2,-80.6,9.7986,0.4167,0,4.6934,0.001343,1994.9,289.39,0.60883,0.0079784,120.5,113.01,0.95198,0.30989,1.107e7,526.95,17.462,0.53924,0.53953,0.35519,0.051564,0.13248,0.07381,0.068976,2.5002e-4,0,0,0,0,8.1674e-4,0.012223,7.87,48.645,89.434,-0.0021406,NaN,13.674,989.33,339.59,0.01,0.077639
0.43025,23.006,107.67,245.68,107.67,245.68,-0.066371,2.3617e-7,0.066371,180,0.28074,1.6944,37.2,-80.6,9.7986,0.34337,0,4.8502,0.0019377,1992.2,286.67,0.60863,0.0079779,120.63,112.97,0.97247,0.31712,11327746,527.28,18.308,0.54001,0.5402,0.35503,0.051907,0.13307,0.060656,0.057988,1.3227e-4,0,0,0,0,8.3287e-4,0.012508,7.87,48.645,89.386,-0.0031223,NaN,13.667,989.21,339.58,0.01,0.078178
0.44025,24.095,110.13,245.75,110.13,245.76,-0.069087,2.1213e-7,0.069087,180,0.26182,2.0931,37.2,-80.6,9.7986,0.27174,0,4.9856,0.0022995,1989.5,283.95,0.60844,0.0079774,120.75,112.94,0.99275,0.32436,11585225,527.6,19.176,0.5408,0.54092,0.35486,0.052259,0.13368,0.047875,0.046688,1.0836e-4,0,0,0,0,8.412e-4,0.012794,7.87,48.645,89.337,-0.0041543,NaN,13.66,989.08,339.58,0.01,0.078697
0.45025,25.209,112.59,245.7,112.59,245.71,-0.071594,1.4966e-7,0.071594,180,0.23882,2.5077,37.2,-80.6,9.7986,0.20218,0,5.095,0.0033334,1986.8,281.23,0.60824,0.0079769,120.88,112.91,1.0127,0.33161,11842717,527.71,20.067,0.54161,0.54168,0.35469,0.052622,0.1343,0.03553,0.03502,-4.5616e-6,0,0,0,0,8.4059e-4,0.013079,7.87,48.645,89.286,-0.0051517,NaN,13.653,988.95,339.57,0.01,0.07924
0.46025,26.347,115.05,245.02,115.05,245.04,-0.07385,3.6219e-8,0.07385,180,0.21176,2.8966,37.2,-80.6,9.7986,0.14436,0,5.1802,0.0040037,1984.1,278.51,0.60804,0.0079764,120.99,112.88,1.0305,0.33885,1.21e7,526.59,20.981,0.54244,0.54247,0.35452,0.052994,0.13493,0.025318,0.025573,1.092e-4,0,0,0,0,8.322e-4,0.013365,7.87,48.645,89.235,-0.0060736,NaN,13.646,988.81,339.57,0.01,0.079762
0.47025,27.51,117.5,244.24,117.5,244.27,-0.075816,-1.4039e-7,0.075816,-180,0.18074,3.2967,37.2,-80.6,9.7986,0.088069,0,5.2394,0.0063621,1981.3,275.8,0.60785,0.007976,121.09,112.84,1.0479,0.34607,12356746,525.3,21.916,0.54329,0.5433,0.35434,0.053376,0.13557,0.015415,0.015545,3.5706e-4,0,0,0,0,8.162e-4,0.01365,7.87,48.645,89.183,-0.0066029,NaN,13.638,988.68,339.56,0.01,0.08029
0.48025,28.697,119.94,243.45,119.94,243.48,-0.077451,-3.9035e-7,0.077451,-180,0.14566,3.7072,37.2,-80.6,9.7986,0.033488,0,5.2712,0.016461,1978.6,273.09,0.60765,0.0079755,121.19,112.81,1.0652,0.35327,12612479,524,22.87,0.54415,0.54415,0.35416,0.053766,0.13622,0.0058507,0.0049707,2.4348e-4,0,0,0,0,7.9283e-4,0.013933,7.87,48.645,89.13,-0.0071146,NaN,13.63,988.54,339.56,0.01,0.080817
0.49025,29.909,122.38,242.56,122.38,242.6,-0.078715,-7.243e-7,0.078715,-180,0.10644,4.1243,37.2,-80.6,9.7986,0.01918,0,-5.2728,0.027493,1975.9,270.37,0.60745,0.007975,121.23,112.78,1.0741,0.36045,12867305,522.56,23.843,0.54503,0.54503,0.35398,0.054165,0.13689,0.0033507,0.0048006,1.9764e-4,0,0,0,0,-7.6205e-4,0.014216,7.87,48.645,89.077,-0.0076424,NaN,13.623,988.4,339.55,0.01,0.081342
0.50025,31.145,124.8,241.64,124.8,241.68,-0.079566,-1.154e-6,0.079566,-180,0.062998,4.5485,37.2,-80.6,9.7986,0.069987,0,-5.2428,0.0066677,1973.2,267.67,0.60725,0.0079745,121.16,112.74,1.0696,0.3676,13121125,521.05,24.836,0.54593,0.54594,0.35379,0.054573,0.13757,0.01226,0.013444,-1.164e-4,0,0,0,0,-7.2439e-4,0.014498,7.87,48.645,89.025,-0.0082609,NaN,13.615,988.25,339.55,0.01,0.081859
0.51025,32.405,127.22,241.22,127.22,241.27,-0.07996,-1.6947e-6,0.07996,-180,0.015067,5.0299,37.2,-80.6,9.7986,0.12879,0,-5.1766,0.0029056,1970.5,264.98,0.60705,0.007974,121.08,112.71,1.0635,0.37472,13373858,520.59,25.848,0.54684,0.54687,0.3536,0.05499,0.13825,0.022632,0.025116,4.03e-4,0,0,0,0,-6.7964e-4,0.014779,7.87,48.645,88.973,-0.0091914,NaN,13.606,988.1,339.54,0.01,0.082376
0.52025,33.689,129.63,240.95,129.63,241.01,-0.079851,-2.3661e-6,0.079851,-180,0.037695,5.5164,37.2,-80.6,9.7986,0.18432,0,-5.0688,0.0018607,1967.8,262.29,0.60686,0.0079735,121,112.68,1.0582,0.38183,13626080,520.43,26.882,0.54778,0.54783,0.35341,0.055417,0.13895,0.032486,0.035393,-4.4925e-4,0,0,0,0,-6.276e-4,0.015059,7.87,48.645,88.921,-0.010203,NaN,13.598,987.95,339.54,0.01,0.082902
0.53025,34.997,132.04,240.37,132.04,240.45,-0.07919,-3.1914e-6,0.07919,-180,0.09532,5.9952,37.2,-80.6,9.7986,0.23627,0,-4.9193,5.6781e-4,1965.2,259.61,0.60666,0.007973,120.94,112.64,1.0537,0.38894,13877942,519.7,27.937,0.54873,0.54882,0.35321,0.055854,0.13967,0.04176,0.044454,-4.6653e-4,0,0,0,0,-5.6976e-4,0.015339,7.87,48.645,88.871,-0.011049,NaN,13.59,987.8,339.53,0.01,0.083454
0.54025,36.33,134.44,239.75,134.44,239.84,-0.077929,-4.1932e-6,0.077929,-180,0.15771,6.4666,37.2,-80.6,9.7986,0.28439,0,-4.73,0.0017824,1962.5,256.93,0.60646,0.0079725,120.87,112.61,1.0501,0.39602,14129117,518.9,29.013,0.5497,0.54984,0.35301,0.0563,0.14039,0.0504,0.053023,-1.8881e-4,0,0,0,0,-5.0809e-4,0.015618,7.87,48.645,88.823,-0.011672,NaN,13.581,987.64,339.53,0.01,0.083962
0.55025,37.686,136.84,239.12,136.84,239.22,-0.076021,-5.3894e-6,0.076021,-180,0.22475,6.9248,37.2,-80.6,9.7986,0.32813,0,-4.5001,0.0017677,1959.8,254.25,0.60626,0.0079721,120.82,112.58,1.0474,0.40309,1.438e7,518.11,30.11,0.55069,0.55087,0.35281,0.056757,0.14112,0.058295,0.061616,-2.7779e-5,0,0,0,0,-4.4391e-4,0.015897,7.87,48.645,88.777,-0.011806,NaN,13.572,987.48,339.52,0.01,0.084515
0.56025,39.067,139.23,238.99,139.23,239.1,-0.07342,-6.7899e-6,0.07342,-179.99,0.296,7.3183,37.2,-80.6,9.7986,0.35615,0,-4.2329,0.0017592,1957.1,251.57,0.60606,0.0079716,120.79,112.54,1.048,0.41014,14629309,518.33,31.226,0.55169,0.55191,0.3526,0.057224,0.14187,0.063388,0.067033,-1.9853e-4,0,0,0,0,-3.7939e-4,0.016174,7.87,48.645,88.733,-0.011804,NaN,13.563,987.32,339.52,0.01,0.085059
0.57025,40.471,141.62,239.54,141.62,239.66,-0.070088,-8.4034e-6,0.070088,-179.99,0.37109,7.7061,37.2,-80.6,9.7985,0.38031,0,-3.9351,0.0021061,1954.4,248.89,0.60586,0.0079711,120.77,112.51,1.0494,0.41719,14878840,519.89,32.365,0.55272,0.55297,0.35239,0.057701,0.14263,0.067801,0.071764,-4.7645e-5,0,0,0,0,-3.169e-4,0.016452,7.87,48.645,88.692,-0.011588,NaN,13.554,987.16,339.51,0.01,0.085574
0.58025,41.899,144.02,240.07,144.02,240.2,-0.065986,-1.0233e-5,0.065986,-179.99,0.44993,8.0692,37.2,-80.6,9.7985,0.40045,0,-3.6084,0.0025832,1951.8,246.21,0.60566,0.0079706,120.75,112.47,1.0517,0.42426,15128867,521.44,33.53,0.55377,0.55404,0.35218,0.058192,0.1434,0.071497,0.075456,-1.1756e-4,0,0,0,0,-2.5768e-4,0.01673,7.87,48.645,88.655,-0.011083,NaN,13.545,986.99,339.51,0.01,0.086129
0.59025,43.351,146.42,239.65,146.42,239.8,-0.061077,-1.2273e-5,0.061077,-179.99,0.53226,8.3808,37.2,-80.6,9.7985,0.41643,0,-3.2541,9.9287e-4,1949.1,243.53,0.60546,0.0079701,120.74,112.44,1.0549,0.43134,15379365,521.17,34.722,0.55484,0.55514,0.35196,0.058695,0.14419,0.074448,0.07859,-3.7055e-5,0,0,0,0,-2.0275e-4,0.017009,7.87,48.645,88.62,-0.010605,NaN,13.535,986.82,339.5,0.01,0.08668
0.60025,44.827,148.82,238.63,148.82,238.79,-0.055331,-1.4519e-5,0.055331,-179.98,0.61755,8.644,37.2,-80.6,9.7985,0.42822,0,-2.8744,4.4172e-4,1946.4,240.84,0.60526,0.0079696,120.74,112.41,1.059,0.43841,15629340,519.75,35.934,0.55594,0.55625,0.35174,0.05921,0.14499,0.076645,0.081573,-7.769e-5,0,0,0,0,-1.5314e-4,0.017288,7.87,48.645,88.59,-0.010645,NaN,13.526,986.65,339.5,0.01,0.08722
0.61025,46.328,151.2,237.61,151.2,237.77,-0.048718,-1.6975e-5,0.048718,-179.98,0.70534,8.8821,37.2,-80.6,9.7985,0.43795,0,-2.4688,-3.8719e-4,1943.7,238.16,0.60506,0.0079692,120.74,112.37,1.0636,0.44545,15878148,518.33,37.166,0.55705,0.55738,0.35152,0.059735,0.14579,0.078469,0.083765,3.3974e-5,0,0,0,0,-1.0943e-4,0.017565,7.87,48.645,88.563,-0.010771,NaN,13.516,986.47,339.49,0.01,0.087744
0.62025,47.851,153.58,236.62,153.58,236.79,-0.041217,-1.965e-5,0.041217,-179.97,0.79531,9.0785,37.2,-80.6,9.7985,0.44315,0,-2.0416,-1.9283e-4,1941,235.48,0.60486,0.0079687,120.75,112.34,1.0691,0.45245,16125788,517.01,38.416,0.55818,0.55851,0.35129,0.06027,0.14661,0.079472,0.084774,-2.9151e-4,0,0,0,0,-7.2539e-5,0.017841,7.87,48.645,88.54,-0.011096,NaN,13.506,986.29,339.48,0.01,0.088289
0.63025,49.399,155.94,235.67,155.94,235.85,-0.032807,-2.2551e-5,0.032807,-179.96,0.88701,9.2297,37.2,-80.6,9.7985,0.44383,0,-1.5969,-3.1703e-4,1938.4,232.81,0.60466,0.0079682,120.77,112.3,1.0755,0.45944,16372300,515.79,39.684,0.55932,0.55966,0.35107,0.060815,0.14744,0.079649,0.085497,4.0019e-4,0,0,0,0,-4.3043e-5,0.018116,7.87,48.645,88.522,-0.011319,NaN,13.496,986.11,339.48,0.01,0.088813
0.64025,50.97,158.3,234.71,158.3,234.89,-0.023473,-2.5691e-5,0.023473,-179.94,0.97998,9.3308,37.2,-80.6,9.7985,0.43997,0,-1.1357,-0.0015498,1935.7,230.15,0.60446,0.0079677,120.79,112.27,1.0829,0.46639,16617721,514.57,40.971,0.56048,0.56081,0.35083,0.061371,0.14828,0.078997,0.085594,-1.1559e-5,0,0,0,0,-2.1125e-5,0.01839,7.87,48.645,88.508,-0.01185,NaN,13.486,985.93,339.47,0.01,0.089338
0.65025,52.565,160.65,233.75,160.65,233.93,-0.013205,-2.9083e-5,0.013205,-179.87,1.0737,9.3792,37.2,-80.6,9.7985,0.4316,0,-0.66428,-0.001263,1933,227.49,0.60425,0.0079672,120.82,112.24,1.0912,0.47331,16862038,513.37,42.277,0.56166,0.56198,0.3506,0.061938,0.14912,0.07752,0.08446,4.3849e-5,0,0,0,0,-7.018e-6,0.018662,7.87,48.645,88.499,-0.012463,NaN,13.475,985.74,339.46,0.01,0.089862
0.66025,54.183,162.98,232.88,162.99,233.07,-0.0019982,-3.2744e-5,0.0019984,-179.06,1.1676,9.3668,37.2,-80.6,9.7985,0.4177,0,-0.18738,-0.0015978,1930.4,224.84,0.60405,0.0079668,120.86,112.2,1.1006,0.48021,17105257,512.38,43.601,0.56286,0.56316,0.35037,0.062516,0.14998,0.075033,0.082351,-3.6067e-4,0,0,0,0,-5.4251e-7,0.018934,7.87,48.645,88.495,-0.013055,NaN,13.465,985.55,339.46,0.01,0.090406
0.67025,55.825,165.31,232.03,165.31,232.22,0.010146,-3.6689e-5,0.010146,-0.20719,1.2611,9.2982,37.2,-80.6,9.7985,0.39964,0,0.28892,-8.2643e-4,1927.7,222.19,0.60385,0.0079663,120.91,112.17,1.1109,0.48708,17347470,511.43,44.943,0.56407,0.56435,0.35013,0.063105,0.15084,0.071784,0.080164,-3.836e-4,0,0,0,0,1.2537e-6,0.019205,7.87,48.645,88.496,-0.013498,NaN,13.454,985.36,339.45,0.01,0.090924
0.68025,57.489,167.63,231.16,167.64,231.34,0.02322,-4.0929e-5,0.02322,-0.10099,1.3536,9.1712,37.2,-80.6,9.7985,0.37759,0,0.76047,7.3794e-4,1925.1,219.55,0.60365,0.0079658,120.96,112.13,1.122,0.49393,17588686,510.47,46.305,0.56531,0.56555,0.34989,0.063705,0.15172,0.067809,0.076549,4.6669e-4,0,0,0,0,8.4469e-6,0.019474,7.87,48.645,88.501,-0.013452,NaN,13.443,985.16,339.45,0.01,0.091533
0.69025,59.177,169.94,230.13,169.95,230.3,0.037212,-4.546e-5,0.037212,-0.069996,1.4445,8.9824,37.2,-80.6,9.7985,0.35181,0,1.2206,-1.9348e-4,1922.5,216.91,0.60345,0.0079653,121.02,112.1,1.134,0.50075,17828882,509.22,47.686,0.56656,0.56677,0.34964,0.064317,0.1526,0.063155,0.071508,2.3902e-4,0,0,0,0,2.1174e-5,0.019743,7.87,48.645,88.511,-0.013367,NaN,13.432,984.96,339.44,0.01,0.092096
0.70025,60.888,172.24,229.04,172.25,229.2,0.052103,-5.0271e-5,0.052103,-0.055281,1.5333,8.7363,37.2,-80.6,9.7985,0.32275,0,1.6598,-6.0051e-4,1919.8,214.28,0.60325,0.0079649,121.09,112.07,1.1466,0.50754,18067890,507.89,49.085,0.56783,0.56801,0.3494,0.064941,0.15349,0.057909,0.066632,1.3193e-4,0,0,0,0,3.8111e-5,0.02001,7.87,48.645,88.525,-0.013431,NaN,13.421,984.76,339.43,0.01,0.092617
0.71025,62.622,174.53,227.94,174.54,228.1,0.067869,-5.5358e-5,0.067869,-0.046734,1.6195,8.4805,37.2,-80.6,9.7985,0.29607,0,2.0781,-0.0015631,1917.2,211.66,0.60304,0.0079644,121.15,112.03,1.1589,0.5143,18305613,506.56,50.502,0.56911,0.56926,0.34915,0.065575,0.15439,0.053102,0.061672,-3.1788e-4,0,0,0,0,5.8188e-5,0.020276,7.87,48.645,88.544,-0.01359,NaN,13.41,984.56,339.43,0.01,0.093146
0.72025,64.379,176.81,227.33,176.82,227.47,0.084484,-6.072e-5,0.084484,-0.04118,1.703,8.1834,37.2,-80.6,9.7985,0.26636,0,2.4743,-0.0010913,1914.6,209.04,0.60284,0.0079639,121.22,112,1.172,0.52102,18542072,506.18,51.936,0.57041,0.57054,0.3489,0.066222,0.15529,0.04775,0.056001,-2.9127e-4,0,0,0,0,8.0376e-5,0.020541,7.87,48.645,88.567,-0.013783,NaN,13.399,984.35,339.42,0.01,0.093667
